row,col,year,parameter,value
334,514,2007,intermediate_supply,-0.28788575
42,514,2007,intermediate_supply,-0.64448911
511,514,2007,intermediate_supply,-4.553691463
513,514,2007,intermediate_supply,-0.574122133
514,514,2007,intermediate_supply,-80.49464078
532RL,514,2007,intermediate_supply,-0.045982755
5415,514,2007,intermediate_supply,-6.912917879
5412OP,514,2007,intermediate_supply,-23.67818102
561,514,2007,intermediate_supply,-0.0949746
61,514,2007,intermediate_supply,-0.144058891
81,514,2007,intermediate_supply,-0.034001331
23,521CI,2007,intermediate_supply,-0.006000156
521CI,521CI,2007,intermediate_supply,-613.7701186
523,521CI,2007,intermediate_supply,-45.3959839
532RL,521CI,2007,intermediate_supply,-53.38399163
5415,521CI,2007,intermediate_supply,-2.567101261
5412OP,521CI,2007,intermediate_supply,-0.449942429
23,523,2007,intermediate_supply,-0.013001946
521CI,523,2007,intermediate_supply,-20.8847716
523,523,2007,intermediate_supply,-475.3322382
524,523,2007,intermediate_supply,-3.081043058
5415,523,2007,intermediate_supply,-0.916149481
5412OP,523,2007,intermediate_supply,-0.287998793
23,524,2007,intermediate_supply,-0.012000255
523,524,2007,intermediate_supply,-1.120920231
524,524,2007,intermediate_supply,-671.5321076
5411,524,2007,intermediate_supply,-0.16800555
5415,524,2007,intermediate_supply,-1.864064726
5412OP,524,2007,intermediate_supply,-0.60192014
23,525,2007,intermediate_supply,-0.013997957
525,525,2007,intermediate_supply,-114.2372513
5415,525,2007,intermediate_supply,-0.081989136
5412OP,525,2007,intermediate_supply,-0.020993703
23,HS,2007,intermediate_supply,-31.22533996
5415,HS,2007,intermediate_supply,-0.029985366
5412OP,HS,2007,intermediate_supply,-0.008994103
23,ORE,2007,intermediate_supply,-1.138134918
521CI,ORE,2007,intermediate_supply,-1.618086823
524,ORE,2007,intermediate_supply,-0.265995425
ORE,ORE,2007,intermediate_supply,-882.1761518
5415,ORE,2007,intermediate_supply,-0.110014522
5412OP,ORE,2007,intermediate_supply,-0.145994837
721,ORE,2007,intermediate_supply,-0.047012439
81,ORE,2007,intermediate_supply,-0.080003069
23,532RL,2007,intermediate_supply,-0.170041419
484,532RL,2007,intermediate_supply,-0.462795481
485,532RL,2007,intermediate_supply,-0.014002618
521CI,532RL,2007,intermediate_supply,-0.098017517
523,532RL,2007,intermediate_supply,-0.028004234
524,532RL,2007,intermediate_supply,-0.574061928
ORE,532RL,2007,intermediate_supply,-1.498060293
532RL,532RL,2007,intermediate_supply,-255.1620436
5415,532RL,2007,intermediate_supply,-0.151038822
5412OP,532RL,2007,intermediate_supply,-0.021001884
81,532RL,2007,intermediate_supply,-1.490243543
5411,5411,2007,intermediate_supply,-269.6209509
5415,5411,2007,intermediate_supply,-0.271986287
5412OP,5411,2007,intermediate_supply,-0.181960361
23,5415,2007,intermediate_supply,-0.013000858
42,5415,2007,intermediate_supply,-3.817769615
511,5415,2007,intermediate_supply,-1.156605894
513,5415,2007,intermediate_supply,-0.110017536
514,5415,2007,intermediate_supply,-18.15317596
532RL,5415,2007,intermediate_supply,-0.11395118
5415,5415,2007,intermediate_supply,-215.6891335
5412OP,5415,2007,intermediate_supply,-11.31100523
561,5415,2007,intermediate_supply,-2.394231867
61,5415,2007,intermediate_supply,-0.926329296
81,5415,2007,intermediate_supply,-0.084998792
23,5412OP,2007,intermediate_supply,-1.586275868
323,5412OP,2007,intermediate_supply,-0.593370746
514,5412OP,2007,intermediate_supply,-1.331083273
523,5412OP,2007,intermediate_supply,-0.01300106
532RL,5412OP,2007,intermediate_supply,-0.018993914
5415,5412OP,2007,intermediate_supply,-6.673250323
5412OP,5412OP,2007,intermediate_supply,-977.5165664
561,5412OP,2007,intermediate_supply,-1.862603614
711AS,5412OP,2007,intermediate_supply,-0.007002272
81,5412OP,2007,intermediate_supply,-0.858080436
23,55,2007,intermediate_supply,-0.288129033
5415,55,2007,intermediate_supply,-7.313373498
5412OP,55,2007,intermediate_supply,-4.521329373
55,55,2007,intermediate_supply,-420.4434685
23,561,2007,intermediate_supply,-1.50948053
323,561,2007,intermediate_supply,-2.085090714
524,561,2007,intermediate_supply,-0.048008769
ORE,561,2007,intermediate_supply,-0.514059135
532RL,561,2007,intermediate_supply,-0.022995957
5415,561,2007,intermediate_supply,-5.582852343
5412OP,561,2007,intermediate_supply,-5.618924273
561,561,2007,intermediate_supply,-568.3172015
562,561,2007,intermediate_supply,-0.03898991
61,561,2007,intermediate_supply,-0.008004865
621,561,2007,intermediate_supply,-0.006003916
81,561,2007,intermediate_supply,-0.005001191
211,562,2007,intermediate_supply,-0.148643155
23,562,2007,intermediate_supply,-0.037021225
487OS,562,2007,intermediate_supply,-0.000996523
532RL,562,2007,intermediate_supply,-0.059004686
5415,562,2007,intermediate_supply,-0.037021723
5412OP,562,2007,intermediate_supply,-0.074031061
562,562,2007,intermediate_supply,-73.78874223
23,61,2007,intermediate_supply,-0.850919819
524,61,2007,intermediate_supply,-0.00399908
ORE,61,2007,intermediate_supply,-0.073977977
532RL,61,2007,intermediate_supply,-0.051969401
5415,61,2007,intermediate_supply,-3.150745521
5412OP,61,2007,intermediate_supply,-19.84807362
61,61,2007,intermediate_supply,-192.6256331
711AS,61,2007,intermediate_supply,-0.860048479
721,61,2007,intermediate_supply,-12.37064173
722,61,2007,intermediate_supply,-5.691049135
81,61,2007,intermediate_supply,-0.007998605
23,621,2007,intermediate_supply,-0.452944204
532RL,621,2007,intermediate_supply,-3.686722406
5415,621,2007,intermediate_supply,-0.393956774
5412OP,621,2007,intermediate_supply,-0.273924076
621,621,2007,intermediate_supply,-695.586728
722,621,2007,intermediate_supply,-0.167996587
23,622,2007,intermediate_supply,-0.992922214
532RL,622,2007,intermediate_supply,-0.614647873
5415,622,2007,intermediate_supply,-1.574897822
5412OP,622,2007,intermediate_supply,-3.585167128
621,622,2007,intermediate_supply,-2.125543623
622,622,2007,intermediate_supply,-517.0027978
722,622,2007,intermediate_supply,-1.124027561
23,623,2007,intermediate_supply,-0.004999664
ORE,623,2007,intermediate_supply,-0.084976999
5415,623,2007,intermediate_supply,-0.016999086
5412OP,623,2007,intermediate_supply,-0.039991155
621,623,2007,intermediate_supply,-0.746199142
722,623,2007,intermediate_supply,-0.406014472
23,624,2007,intermediate_supply,-0.043996005
5415,624,2007,intermediate_supply,-0.042996675
5412OP,624,2007,intermediate_supply,-0.01699584
621,624,2007,intermediate_supply,-0.105025554
23,711AS,2007,intermediate_supply,-0.175986347
ORE,711AS,2007,intermediate_supply,-0.062982299
532RL,711AS,2007,intermediate_supply,-3.017273721
5415,711AS,2007,intermediate_supply,-0.017998846
5412OP,711AS,2007,intermediate_supply,-5.210793437
61,711AS,2007,intermediate_supply,-0.027005725
711AS,711AS,2007,intermediate_supply,-107.1128205
713,711AS,2007,intermediate_supply,-2.807247555
721,711AS,2007,intermediate_supply,-0.002000137
722,711AS,2007,intermediate_supply,-2.143054174
81,711AS,2007,intermediate_supply,-0.247960874
Used,711AS,2007,intermediate_supply,-0.048782496
23,713,2007,intermediate_supply,-0.150007523
ORE,713,2007,intermediate_supply,-0.004999234
532RL,713,2007,intermediate_supply,-0.279875658
5415,713,2007,intermediate_supply,-0.014000891
5412OP,713,2007,intermediate_supply,-0.151984227
61,713,2007,intermediate_supply,-1.274432878
711AS,713,2007,intermediate_supply,-0.184036937
713,713,2007,intermediate_supply,-91.22969385
721,713,2007,intermediate_supply,-0.399078304
722,713,2007,intermediate_supply,-13.01599121
81,713,2007,intermediate_supply,-0.864974015
23,721,2007,intermediate_supply,-2.527954169
513,721,2007,intermediate_supply,-0.250018827
ORE,721,2007,intermediate_supply,-0.730838066
532RL,721,2007,intermediate_supply,-0.858559883
5415,721,2007,intermediate_supply,-0.026999874
5412OP,721,2007,intermediate_supply,-0.002999484
711AS,721,2007,intermediate_supply,-1.066141205
713,721,2007,intermediate_supply,-27.67908585
721,721,2007,intermediate_supply,-113.1774813
722,721,2007,intermediate_supply,-28.97945506
81,721,2007,intermediate_supply,-0.86991446
23,722,2007,intermediate_supply,-0.916093458
42,722,2007,intermediate_supply,-0.152876164
5415,722,2007,intermediate_supply,-0.008000924
5412OP,722,2007,intermediate_supply,-0.000999948
713,722,2007,intermediate_supply,-0.87523432
721,722,2007,intermediate_supply,-0.137033993
722,722,2007,intermediate_supply,-483.7130838
23,81,2007,intermediate_supply,-0.82612336
42,81,2007,intermediate_supply,-0.569565622
4A0,81,2007,intermediate_supply,-2.620809543
514,81,2007,intermediate_supply,-0.321012189
ORE,81,2007,intermediate_supply,-0.176990434
532RL,81,2007,intermediate_supply,-0.273905502
5415,81,2007,intermediate_supply,-0.476077495
5412OP,81,2007,intermediate_supply,-0.830996197
61,81,2007,intermediate_supply,-0.003001317
722,81,2007,intermediate_supply,-4.042019143
81,81,2007,intermediate_supply,-515.8706725
23,GFGD,2007,intermediate_supply,-0.003999683
333,GFGD,2007,intermediate_supply,-0.001997953
339,GFGD,2007,intermediate_supply,-0.000998646
512,GFGD,2007,intermediate_supply,-0.038003878
514,GFGD,2007,intermediate_supply,-0.012997521
5415,GFGD,2007,intermediate_supply,-2.07886306
5412OP,GFGD,2007,intermediate_supply,-18.16476208
61,GFGD,2007,intermediate_supply,-0.209043953
711AS,GFGD,2007,intermediate_supply,-0.019001354
Used,GFGD,2007,intermediate_supply,-0.012942272
111CA,GFGN,2007,intermediate_supply,-0.411701861
113FF,GFGN,2007,intermediate_supply,-0.107727214
22,GFGN,2007,intermediate_supply,-0.054959235
23,GFGN,2007,intermediate_supply,-0.27195789
331,GFGN,2007,intermediate_supply,-0.000997593
339,GFGN,2007,intermediate_supply,-0.063908505
323,GFGN,2007,intermediate_supply,-0.008987507
325,GFGN,2007,intermediate_supply,-0.006990496
511,GFGN,2007,intermediate_supply,-0.18889389
525,GFGN,2007,intermediate_supply,-0.084014148
5415,GFGN,2007,intermediate_supply,-2.369664983
5412OP,GFGN,2007,intermediate_supply,-11.53543746
GFE,GFGN,2007,intermediate_supply,-0.470383457
Other,GFGN,2007,intermediate_supply,-1.683591636
22,GFE,2007,intermediate_supply,-12.09050901
512,GFE,2007,intermediate_supply,-0.119145609
524,GFE,2007,intermediate_supply,-6.735099634
ORE,GFE,2007,intermediate_supply,-0.698585503
5415,GFE,2007,intermediate_supply,-0.581613352
722,GFE,2007,intermediate_supply,-2.334670323
81,GFE,2007,intermediate_supply,-0.001000962
GFE,GFE,2007,intermediate_supply,-77.11236499
111CA,GSLG,2007,intermediate_supply,-0.389820919
113FF,GSLG,2007,intermediate_supply,-2.274532211
212,GSLG,2007,intermediate_supply,-0.349582466
22,GSLG,2007,intermediate_supply,-0.835487078
23,GSLG,2007,intermediate_supply,-15.67557401
321,GSLG,2007,intermediate_supply,-0.146655068
339,GSLG,2007,intermediate_supply,-1.270343896
311FT,GSLG,2007,intermediate_supply,-1.533459695
315AL,GSLG,2007,intermediate_supply,-1.318128989
322,GSLG,2007,intermediate_supply,-0.496923741
323,GSLG,2007,intermediate_supply,-1.242431983
325,GSLG,2007,intermediate_supply,-0.075906512
511,GSLG,2007,intermediate_supply,-0.399826486
512,GSLG,2007,intermediate_supply,-0.001000154
514,GSLG,2007,intermediate_supply,-1.86874105
525,GSLG,2007,intermediate_supply,-21.93249176
5415,GSLG,2007,intermediate_supply,-6.688908257
5412OP,GSLG,2007,intermediate_supply,-40.65463623
561,GSLG,2007,intermediate_supply,-6.336376405
562,GSLG,2007,intermediate_supply,-11.66694505
61,GSLG,2007,intermediate_supply,-71.69081056
621,GSLG,2007,intermediate_supply,-21.09147272
624,GSLG,2007,intermediate_supply,-2.887845796
711AS,GSLG,2007,intermediate_supply,-2.536312986
713,GSLG,2007,intermediate_supply,-2.20230518
721,GSLG,2007,intermediate_supply,-7.601903941
722,GSLG,2007,intermediate_supply,-15.5681781
81,GSLG,2007,intermediate_supply,-0.932899827
22,GSLE,2007,intermediate_supply,-83.33574543
485,GSLE,2007,intermediate_supply,-11.82536621
487OS,GSLE,2007,intermediate_supply,-9.609673741
521CI,GSLE,2007,intermediate_supply,-0.014007426
524,GSLE,2007,intermediate_supply,-0.003001379
ORE,GSLE,2007,intermediate_supply,-15.48106496
711AS,GSLE,2007,intermediate_supply,-0.444331182
713,GSLE,2007,intermediate_supply,-25.88868839
81,GSLE,2007,intermediate_supply,-1.865960703
GSLE,GSLE,2007,intermediate_supply,-66.66320586
42,213,2007,intermediate_supply,-0.291785587
4A0,22,2007,intermediate_supply,-0.034994276
486,22,2007,intermediate_supply,-0.783431683
Used,321,2007,intermediate_supply,-0.040902935
213,327,2007,intermediate_supply,-0.003008285
3364OT,327,2007,intermediate_supply,-0.027061772
337,331,2007,intermediate_supply,-0.010997736
313TT,331,2007,intermediate_supply,-0.006005075
337,332,2007,intermediate_supply,-0.405598014
311FT,333,2007,intermediate_supply,-0.030998146
3364OT,334,2007,intermediate_supply,-2.718563961
323,334,2007,intermediate_supply,-0.029975703
3364OT,335,2007,intermediate_supply,-0.422227921
Used,3361MV,2007,intermediate_supply,-0.939671128
Used,3364OT,2007,intermediate_supply,-0.275931169
323,337,2007,intermediate_supply,-0.004001924
315AL,337,2007,intermediate_supply,-0.010010811
3364OT,339,2007,intermediate_supply,-0.184073847
323,339,2007,intermediate_supply,-0.202949617
Used,311FT,2007,intermediate_supply,-0.005981004
337,313TT,2007,intermediate_supply,-0.116869961
3364OT,313TT,2007,intermediate_supply,-0.00300173
323,313TT,2007,intermediate_supply,-0.090993373
337,322,2007,intermediate_supply,-0.00199901
323,322,2007,intermediate_supply,-0.463251736
Used,323,2007,intermediate_supply,-0.237170047
3364OT,325,2007,intermediate_supply,-0.003001114
3364OT,326,2007,intermediate_supply,-0.060028676
323,326,2007,intermediate_supply,-0.146974774
113FF,42,2007,intermediate_supply,-0.718765385
486,42,2007,intermediate_supply,-0.092439027
441,441,2007,intermediate_supply,-113.9415493
445,445,2007,intermediate_supply,-149.2972221
452,452,2007,intermediate_supply,-150.5577549
621,452,2007,intermediate_supply,-0.679972378
621,4A0,2007,intermediate_supply,-0.38745268
113FF,481,2007,intermediate_supply,-0.438514411
621,481,2007,intermediate_supply,-0.060095941
713,483,2007,intermediate_supply,-0.25616146
483,483,2007,intermediate_supply,-45.68152527
42,485,2007,intermediate_supply,-0.007994164
4A0,485,2007,intermediate_supply,-0.021982345
445,485,2007,intermediate_supply,-0.000999151
485,485,2007,intermediate_supply,-44.41856442
486,486,2007,intermediate_supply,-24.62752693
42,487OS,2007,intermediate_supply,-0.061147944
4A0,487OS,2007,intermediate_supply,-0.005011761
445,487OS,2007,intermediate_supply,-0.006013832
621,487OS,2007,intermediate_supply,-0.005018354
483,487OS,2007,intermediate_supply,-1.169874225
4A0,493,2007,intermediate_supply,-0.005004367
4A0,511,2007,intermediate_supply,-0.149886939
4A0,512,2007,intermediate_supply,-0.441493433
4A0,513,2007,intermediate_supply,-0.834112226
4A0,514,2007,intermediate_supply,-0.059948094
4A0,521CI,2007,intermediate_supply,-0.425591698
HS,HS,2007,intermediate_supply,-1496.065202
4A0,532RL,2007,intermediate_supply,-0.270799243
441,532RL,2007,intermediate_supply,-0.023984329
61,532RL,2007,intermediate_supply,-0.0030016
452,532RL,2007,intermediate_supply,-1.800409792
4A0,5415,2007,intermediate_supply,-1.045039292
4A0,5412OP,2007,intermediate_supply,-2.894651972
452,5412OP,2007,intermediate_supply,-0.505518201
4A0,561,2007,intermediate_supply,-1.05929404
624,561,2007,intermediate_supply,-0.062039592
4A0,562,2007,intermediate_supply,-0.10295769
Used,562,2007,intermediate_supply,-1.27415564
4A0,61,2007,intermediate_supply,-0.567387319
4A0,621,2007,intermediate_supply,-6.690581203
4A0,622,2007,intermediate_supply,-1.704186903
4A0,623,2007,intermediate_supply,-0.020977915
624,623,2007,intermediate_supply,-0.334084479
623,623,2007,intermediate_supply,-169.5962458
4A0,624,2007,intermediate_supply,-0.055939787
452,624,2007,intermediate_supply,-0.029963493
624,624,2007,intermediate_supply,-131.2380935
623,624,2007,intermediate_supply,-1.987436513
4A0,711AS,2007,intermediate_supply,-0.924017634
4A0,713,2007,intermediate_supply,-1.719392084
441,713,2007,intermediate_supply,-0.396663954
624,713,2007,intermediate_supply,-0.037013701
4A0,721,2007,intermediate_supply,-0.732265114
441,721,2007,intermediate_supply,-0.013987194
445,721,2007,intermediate_supply,-0.328654732
452,721,2007,intermediate_supply,-0.400541159
4A0,722,2007,intermediate_supply,-1.550630492
Used,722,2007,intermediate_supply,-0.098578334
445,722,2007,intermediate_supply,-0.433596688
441,81,2007,intermediate_supply,-1.452913474
452,81,2007,intermediate_supply,-0.060940417
622,GFGD,2007,intermediate_supply,-1.326313708
GFGD,GFGD,2007,intermediate_supply,-528.2469624
622,GFGN,2007,intermediate_supply,-1.406226496
GFGN,GFGN,2007,intermediate_supply,-272.9248164
4A0,GFE,2007,intermediate_supply,-0.052003005
452,GFE,2007,intermediate_supply,-4.183649016
Used,GSLG,2007,intermediate_supply,-3.327333793
622,GSLG,2007,intermediate_supply,-128.2090077
GSLG,GSLG,2007,intermediate_supply,-1397.919065
445,GSLE,2007,intermediate_supply,-2.013121888
482,GSLE,2007,intermediate_supply,-0.124660242
483,GSLE,2007,intermediate_supply,-0.202977575
HS,GSLE,2007,intermediate_supply,-21.61218093
111CA,MCIF,2007,import,-22.987
113FF,MCIF,2007,import,-14.481
321,MCIF,2007,import,-19.265
211,MCIF,2007,import,-277.851
212,MCIF,2007,import,-6.509
213,MCIF,2007,import,-0.661
324,MCIF,2007,import,-108.557
325,MCIF,2007,import,-176.991
5415,MCIF,2007,import,-15.082
5412OP,MCIF,2007,import,-41.685
327,MCIF,2007,import,-22.215
332,MCIF,2007,import,-49.142
22,MCIF,2007,import,-3.237
337,MCIF,2007,import,-30.481
339,MCIF,2007,import,-83.547
313TT,MCIF,2007,import,-24.057
322,MCIF,2007,import,-24.536
326,MCIF,2007,import,-33.738
Used,MCIF,2007,import,-11.972
333,MCIF,2007,import,-118.343
334,MCIF,2007,import,-271.512
335,MCIF,2007,import,-65.961
3361MV,MCIF,2007,import,-232.405
3364OT,MCIF,2007,import,-42.632
331,MCIF,2007,import,-92.445
323,MCIF,2007,import,-2.507
81,MCIF,2007,import,-2.636
311FT,MCIF,2007,import,-57.372
315AL,MCIF,2007,import,-111.527
561,MCIF,2007,import,-0.676
487OS,MCIF,2007,import,-0.074
521CI,MCIF,2007,import,-13.257
524,MCIF,2007,import,-46.621
61,MCIF,2007,import,-0.751
621,MCIF,2007,import,-0.038
513,MCIF,2007,import,-0.169
481,MCIF,2007,import,-29.813
562,MCIF,2007,import,-0.082
511,MCIF,2007,import,-4.79
514,MCIF,2007,import,-0.532
512,MCIF,2007,import,-5.897
523,MCIF,2007,import,-0.061
5411,MCIF,2007,import,-1.881
711AS,MCIF,2007,import,-0.274
622,MCIF,2007,import,-1.557
623,MCIF,2007,import,-0.011
GFE,MCIF,2007,import,-0.488
Other,MCIF,2007,import,-190.082
111CA,Trade,2007,margin_demand,-78.93535941
113FF,Trade,2007,margin_demand,-5.911903004
321,Trade,2007,margin_demand,-26.20989379
211,Trade,2007,margin_demand,-10.48013709
212,Trade,2007,margin_demand,-4.505314397
324,Trade,2007,margin_demand,-100.9084748
325,Trade,2007,margin_demand,-233.1287803
327,Trade,2007,margin_demand,-37.06549997
332,Trade,2007,margin_demand,-75.58209
337,Trade,2007,margin_demand,-57.33586403
339,Trade,2007,margin_demand,-146.1759664
313TT,Trade,2007,margin_demand,-51.81349646
322,Trade,2007,margin_demand,-40.63087429
326,Trade,2007,margin_demand,-62.50616951
Used,Trade,2007,margin_demand,-77.90175157
333,Trade,2007,margin_demand,-100.066808
334,Trade,2007,margin_demand,-149.9412852
335,Trade,2007,margin_demand,-57.42891038
3361MV,Trade,2007,margin_demand,-117.0825684
3364OT,Trade,2007,margin_demand,-17.52730357
331,Trade,2007,margin_demand,-26.50532625
323,Trade,2007,margin_demand,-10.46535811
311FT,Trade,2007,margin_demand,-335.5176403
315AL,Trade,2007,margin_demand,-184.8445362
511,Trade,2007,margin_demand,-56.78142432
512,Trade,2007,margin_demand,-5.769797919
111CA,Trans,2007,margin_demand,-37.0583652
113FF,Trans,2007,margin_demand,-3.040415914
321,Trans,2007,margin_demand,-7.106780103
211,Trans,2007,margin_demand,-26.10179885
212,Trans,2007,margin_demand,-25.41680271
324,Trans,2007,margin_demand,-16.85348556
325,Trans,2007,margin_demand,-26.50299026
327,Trans,2007,margin_demand,-19.78743718
332,Trans,2007,margin_demand,-8.297640947
337,Trans,2007,margin_demand,-14.46673458
339,Trans,2007,margin_demand,-16.17301977
313TT,Trans,2007,margin_demand,-3.590956417
322,Trans,2007,margin_demand,-10.44848677
326,Trans,2007,margin_demand,-4.993386799
Used,Trans,2007,margin_demand,-28.57660841
333,Trans,2007,margin_demand,-10.08481853
334,Trans,2007,margin_demand,-10.01505811
335,Trans,2007,margin_demand,-6.560956514
3361MV,Trans,2007,margin_demand,-13.5879748
3364OT,Trans,2007,margin_demand,-3.585867452
331,Trans,2007,margin_demand,-10.43482369
323,Trans,2007,margin_demand,-3.144648156
311FT,Trans,2007,margin_demand,-21.35829998
315AL,Trans,2007,margin_demand,-6.230474099
511,Trans,2007,margin_demand,-4.473467266
512,Trans,2007,margin_demand,-0.271872095
42,Trade,2007,margin_supply,1017.208901
4A0,Trade,2007,margin_supply,628.3661491
441,Trade,2007,margin_supply,115.8290982
445,Trade,2007,margin_supply,152.0796084
452,Trade,2007,margin_supply,157.538777
486,Trans,2007,margin_supply,24.82212216
487OS,Trans,2007,margin_supply,3.017679389
484,Trans,2007,margin_supply,230.9599907
481,Trans,2007,margin_supply,3.503432593
482,Trans,2007,margin_supply,52.71677801
483,Trans,2007,margin_supply,23.14316728
111CA,MDTY,2007,duty,-0.036
113FF,MDTY,2007,duty,-0.005
321,MDTY,2007,duty,-0.186
211,MDTY,2007,duty,-0.085
212,MDTY,2007,duty,-0.004
324,MDTY,2007,duty,-0.199
325,MDTY,2007,duty,-1.2
327,MDTY,2007,duty,-0.655
332,MDTY,2007,duty,-1.113
337,MDTY,2007,duty,-0.042
339,MDTY,2007,duty,-1.063
313TT,MDTY,2007,duty,-1.458
322,MDTY,2007,duty,-0.076
326,MDTY,2007,duty,-0.847
Used,MDTY,2007,duty,-0.015
333,MDTY,2007,duty,-1.084
334,MDTY,2007,duty,-1.135
335,MDTY,2007,duty,-1.258
3361MV,MDTY,2007,duty,-3.249
3364OT,MDTY,2007,duty,-0.198
331,MDTY,2007,duty,-0.329
323,MDTY,2007,duty,-0.003
311FT,MDTY,2007,duty,-0.903
315AL,MDTY,2007,duty,-13.647
111CA,TOP,2007,tax,-4.408915337
113FF,TOP,2007,tax,-0.722707432
321,TOP,2007,tax,-2.705745935
713,TOP,2007,tax,-5.383679586
23,TOP,2007,tax,-1.512630011
211,TOP,2007,tax,-14.32929149
212,TOP,2007,tax,-2.910665577
324,TOP,2007,tax,-93.72244745
325,TOP,2007,tax,-14.05537162
42,TOP,2007,tax,-0.109010474
5415,TOP,2007,tax,-1.940286869
5412OP,TOP,2007,tax,-3.793250813
327,TOP,2007,tax,-4.224694005
332,TOP,2007,tax,-5.941557029
22,TOP,2007,tax,-28.57545085
486,TOP,2007,tax,-0.040841096
337,TOP,2007,tax,-7.176229639
339,TOP,2007,tax,-11.25751777
313TT,TOP,2007,tax,-5.093375978
322,TOP,2007,tax,-4.622946917
326,TOP,2007,tax,-5.633290539
Used,TOP,2007,tax,-12.78050117
333,TOP,2007,tax,-6.202715977
334,TOP,2007,tax,-11.41656533
335,TOP,2007,tax,-4.60597968
3361MV,TOP,2007,tax,-16.30145054
3364OT,TOP,2007,tax,-1.914224584
331,TOP,2007,tax,-0.688606698
323,TOP,2007,tax,-0.721713352
81,TOP,2007,tax,-15.08063473
311FT,TOP,2007,tax,-69.59966534
532RL,TOP,2007,tax,-10.23082291
315AL,TOP,2007,tax,-19.04629488
561,TOP,2007,tax,-3.767745667
487OS,TOP,2007,tax,-0.331948329
493,TOP,2007,tax,-0.079044317
484,TOP,2007,tax,-0.434807426
521CI,TOP,2007,tax,-0.040000081
524,TOP,2007,tax,-16.23492518
61,TOP,2007,tax,-0.084019479
722,TOP,2007,tax,-39.23323012
621,TOP,2007,tax,-0.681146994
513,TOP,2007,tax,-30.10523107
481,TOP,2007,tax,-13.92275056
482,TOP,2007,tax,-0.4238187
483,TOP,2007,tax,-0.046396079
562,TOP,2007,tax,-0.954183515
485,TOP,2007,tax,-0.17802169
ORE,TOP,2007,tax,-0.844014025
511,TOP,2007,tax,-5.569245192
514,TOP,2007,tax,-0.730017961
512,TOP,2007,tax,-2.924461472
523,TOP,2007,tax,-1.579087447
5411,TOP,2007,tax,-20.44198369
HS,TOP,2007,tax,-0.012999492
721,TOP,2007,tax,-10.14530116
711AS,TOP,2007,tax,-4.906339152
55,TOP,2007,tax,-0.865874224
624,TOP,2007,tax,-0.510121606
622,TOP,2007,tax,-1.06626341
623,TOP,2007,tax,-1.37733465
111CA,SUB,2007,subsidy,10.62982985
313TT,SUB,2007,subsidy,0.004994717
484,SUB,2007,subsidy,0.012731229
521CI,SUB,2007,subsidy,0.044999909
524,SUB,2007,subsidy,3.044201512
481,SUB,2007,subsidy,0.093907071
482,SUB,2007,subsidy,1.516092278
483,SUB,2007,subsidy,0.480090611
485,SUB,2007,subsidy,0.043994638
ORE,SUB,2007,subsidy,1.282978679
HS,SUB,2007,subsidy,37.4654649
111CA,111CA,2008,intermediate_demand,47.79863896
113FF,111CA,2008,intermediate_demand,20.24972934
212,111CA,2008,intermediate_demand,2.745383414
22,111CA,2008,intermediate_demand,6.248827284
23,111CA,2008,intermediate_demand,1.739452812
321,111CA,2008,intermediate_demand,0.441123904
327,111CA,2008,intermediate_demand,0.005007439
331,111CA,2008,intermediate_demand,0.145048306
332,111CA,2008,intermediate_demand,2.887306756
333,111CA,2008,intermediate_demand,3.712959823
334,111CA,2008,intermediate_demand,0.111825486
335,111CA,2008,intermediate_demand,0.266786075
3361MV,111CA,2008,intermediate_demand,0.766107172
337,111CA,2008,intermediate_demand,0.004001056
339,111CA,2008,intermediate_demand,0.128897931
311FT,111CA,2008,intermediate_demand,35.36212494
313TT,111CA,2008,intermediate_demand,0.366698208
315AL,111CA,2008,intermediate_demand,0.01298032
322,111CA,2008,intermediate_demand,0.409085587
323,111CA,2008,intermediate_demand,0.044967048
324,111CA,2008,intermediate_demand,14.83809544
325,111CA,2008,intermediate_demand,27.41744239
326,111CA,2008,intermediate_demand,1.515710753
42,111CA,2008,intermediate_demand,1.847952822
484,111CA,2008,intermediate_demand,0.078851126
493,111CA,2008,intermediate_demand,0.565990527
511,111CA,2008,intermediate_demand,0.073876208
513,111CA,2008,intermediate_demand,0.481931743
521CI,111CA,2008,intermediate_demand,2.086807594
523,111CA,2008,intermediate_demand,0.287407914
524,111CA,2008,intermediate_demand,3.434424413
ORE,111CA,2008,intermediate_demand,25.09443174
532RL,111CA,2008,intermediate_demand,3.326692993
5411,111CA,2008,intermediate_demand,0.333289905
5415,111CA,2008,intermediate_demand,0.306357018
5412OP,111CA,2008,intermediate_demand,1.378338784
561,111CA,2008,intermediate_demand,0.576039718
562,111CA,2008,intermediate_demand,0.310536713
61,111CA,2008,intermediate_demand,0.055867367
711AS,111CA,2008,intermediate_demand,0.045896605
713,111CA,2008,intermediate_demand,0.033922941
721,111CA,2008,intermediate_demand,0.000997737
722,111CA,2008,intermediate_demand,0.415072169
81,111CA,2008,intermediate_demand,0.326346607
GFE,111CA,2008,intermediate_demand,0.029971113
Other,111CA,2008,intermediate_demand,0.738953665
111CA,113FF,2008,intermediate_demand,0.818077015
113FF,113FF,2008,intermediate_demand,6.679799792
212,113FF,2008,intermediate_demand,0.002010271
