row,col,year,parameter,value
111CA,111CA,1997,intermediate_demand,34.50156527
113FF,111CA,1997,intermediate_demand,12.14719832
212,111CA,1997,intermediate_demand,1.60825171
22,111CA,1997,intermediate_demand,2.947149182
23,111CA,1997,intermediate_demand,0.838009254
321,111CA,1997,intermediate_demand,0.31605207
327,111CA,1997,intermediate_demand,0.015012847
331,111CA,1997,intermediate_demand,0.153026457
332,111CA,1997,intermediate_demand,1.161611691
333,111CA,1997,intermediate_demand,1.50401841
334,111CA,1997,intermediate_demand,0.040965891
335,111CA,1997,intermediate_demand,0.247886139
3361MV,111CA,1997,intermediate_demand,0.549593748
337,111CA,1997,intermediate_demand,0.008001316
339,111CA,1997,intermediate_demand,0.289886675
311FT,111CA,1997,intermediate_demand,21.14328631
313TT,111CA,1997,intermediate_demand,0.275897963
315AL,111CA,1997,intermediate_demand,0.008992367
322,111CA,1997,intermediate_demand,0.198018302
323,111CA,1997,intermediate_demand,0.067976425
324,111CA,1997,intermediate_demand,5.033939081
325,111CA,1997,intermediate_demand,14.34633062
326,111CA,1997,intermediate_demand,1.124568822
42,111CA,1997,intermediate_demand,2.10680632
484,111CA,1997,intermediate_demand,0.372078946
493,111CA,1997,intermediate_demand,0.506330022
511,111CA,1997,intermediate_demand,0.034968799
513,111CA,1997,intermediate_demand,0.344574367
521CI,111CA,1997,intermediate_demand,1.892803465
523,111CA,1997,intermediate_demand,0.234753266
524,111CA,1997,intermediate_demand,2.085550149
ORE,111CA,1997,intermediate_demand,21.1620337
532RL,111CA,1997,intermediate_demand,1.557608955
5411,111CA,1997,intermediate_demand,0.181792052
5415,111CA,1997,intermediate_demand,0.159827762
5412OP,111CA,1997,intermediate_demand,0.815165296
561,111CA,1997,intermediate_demand,0.296780061
562,111CA,1997,intermediate_demand,0.203813084
61,111CA,1997,intermediate_demand,0.046933963
711AS,111CA,1997,intermediate_demand,0.030963612
713,111CA,1997,intermediate_demand,0.010984885
721,111CA,1997,intermediate_demand,0.003994672
722,111CA,1997,intermediate_demand,0.232701336
81,111CA,1997,intermediate_demand,0.22277173
GFE,111CA,1997,intermediate_demand,0.021993818
Other,111CA,1997,intermediate_demand,0.225880952
111CA,113FF,1997,intermediate_demand,0.641479624
113FF,113FF,1997,intermediate_demand,9.564692145
212,113FF,1997,intermediate_demand,0.004016101
22,113FF,1997,intermediate_demand,0.135931346
23,113FF,1997,intermediate_demand,0.053942865
321,113FF,1997,intermediate_demand,0.010002876
327,113FF,1997,intermediate_demand,0.048047005
332,113FF,1997,intermediate_demand,0.172963433
333,113FF,1997,intermediate_demand,0.366805703
334,113FF,1997,intermediate_demand,0.001998582
335,113FF,1997,intermediate_demand,0.1899361
3361MV,113FF,1997,intermediate_demand,0.125922404
3364OT,113FF,1997,intermediate_demand,0.010993137
339,113FF,1997,intermediate_demand,0.001999464
311FT,113FF,1997,intermediate_demand,0.45671673
313TT,113FF,1997,intermediate_demand,0.247938769
322,113FF,1997,intermediate_demand,0.001000215
324,113FF,1997,intermediate_demand,0.642326233
325,113FF,1997,intermediate_demand,1.750767283
326,113FF,1997,intermediate_demand,0.102973172
42,113FF,1997,intermediate_demand,0.026988027
485,113FF,1997,intermediate_demand,0.001998183
487OS,113FF,1997,intermediate_demand,0.076145497
513,113FF,1997,intermediate_demand,0.038956674
521CI,113FF,1997,intermediate_demand,0.242748174
523,113FF,1997,intermediate_demand,0.02098053
524,113FF,1997,intermediate_demand,0.736225782
ORE,113FF,1997,intermediate_demand,0.086924574
532RL,113FF,1997,intermediate_demand,0.18685611
5411,113FF,1997,intermediate_demand,0.12986743
5415,113FF,1997,intermediate_demand,0.046955177
5412OP,113FF,1997,intermediate_demand,0.66040502
561,113FF,1997,intermediate_demand,0.066958612
562,113FF,1997,intermediate_demand,0.030975403
711AS,113FF,1997,intermediate_demand,0.001997898
722,113FF,1997,intermediate_demand,0.035958275
81,113FF,1997,intermediate_demand,0.925165829
GFE,113FF,1997,intermediate_demand,0.003999367
GSLE,113FF,1997,intermediate_demand,0.009991307
Used,113FF,1997,intermediate_demand,0.113045941
Other,113FF,1997,intermediate_demand,0.025989497
211,211,1997,intermediate_demand,10.08810416
212,211,1997,intermediate_demand,0.02406089
213,211,1997,intermediate_demand,2.180341086
22,211,1997,intermediate_demand,0.775451452
23,211,1997,intermediate_demand,0.280284507
327,211,1997,intermediate_demand,0.275859544
331,211,1997,intermediate_demand,1.575119499
332,211,1997,intermediate_demand,1.858835443
333,211,1997,intermediate_demand,2.654633201
334,211,1997,intermediate_demand,0.015964843
335,211,1997,intermediate_demand,0.035934318
3361MV,211,1997,intermediate_demand,0.226522389
339,211,1997,intermediate_demand,0.005989463
322,211,1997,intermediate_demand,0.011984725
323,211,1997,intermediate_demand,0.001996576
324,211,1997,intermediate_demand,1.22280045
325,211,1997,intermediate_demand,1.099215191
326,211,1997,intermediate_demand,0.019965027
42,211,1997,intermediate_demand,0.259497775
481,211,1997,intermediate_demand,0.000998925
486,211,1997,intermediate_demand,0.405331086
487OS,211,1997,intermediate_demand,0.014005968
493,211,1997,intermediate_demand,0.003997147
511,211,1997,intermediate_demand,0.000997743
513,211,1997,intermediate_demand,0.192498375
514,211,1997,intermediate_demand,0.007980915
521CI,211,1997,intermediate_demand,0.451856404
523,211,1997,intermediate_demand,0.436942096
524,211,1997,intermediate_demand,2.928546451
ORE,211,1997,intermediate_demand,0.121712672
532RL,211,1997,intermediate_demand,10.89734203
5411,211,1997,intermediate_demand,0.342139775
5415,211,1997,intermediate_demand,1.84548256
5412OP,211,1997,intermediate_demand,1.111339438
55,211,1997,intermediate_demand,1.313295197
561,211,1997,intermediate_demand,0.397161849
562,211,1997,intermediate_demand,0.194555083
721,211,1997,intermediate_demand,0.000997303
722,211,1997,intermediate_demand,0.011968234
81,211,1997,intermediate_demand,0.066839937
Other,211,1997,intermediate_demand,0.284460741
111CA,212,1997,intermediate_demand,0.012981831
113FF,212,1997,intermediate_demand,0.092836351
211,212,1997,intermediate_demand,0.031035345
212,212,1997,intermediate_demand,4.819039944
213,212,1997,intermediate_demand,0.729957803
22,212,1997,intermediate_demand,1.790242096
23,212,1997,intermediate_demand,1.663652691
321,212,1997,intermediate_demand,0.117780726
327,212,1997,intermediate_demand,0.233727025
331,212,1997,intermediate_demand,0.413234052
332,212,1997,intermediate_demand,0.662434814
333,212,1997,intermediate_demand,2.896231063
334,212,1997,intermediate_demand,0.035897221
335,212,1997,intermediate_demand,0.015960286
3361MV,212,1997,intermediate_demand,0.692083397
3364OT,212,1997,intermediate_demand,0.002991691
339,212,1997,intermediate_demand,0.02094931
313TT,212,1997,intermediate_demand,0.000997607
322,212,1997,intermediate_demand,0.091822385
323,212,1997,intermediate_demand,0.001995261
324,212,1997,intermediate_demand,2.826363715
325,212,1997,intermediate_demand,1.844786609
326,212,1997,intermediate_demand,0.881872828
42,212,1997,intermediate_demand,0.076800624
481,212,1997,intermediate_demand,0.01996535
485,212,1997,intermediate_demand,0.003987784
487OS,212,1997,intermediate_demand,0.702837324
493,212,1997,intermediate_demand,0.196729949
513,212,1997,intermediate_demand,0.059804595
514,212,1997,intermediate_demand,0.001993914
521CI,212,1997,intermediate_demand,0.385768506
523,212,1997,intermediate_demand,3.070535264
524,212,1997,intermediate_demand,0.642938364
ORE,212,1997,intermediate_demand,0.044864424
532RL,212,1997,intermediate_demand,1.009049714
5411,212,1997,intermediate_demand,0.372816063
5415,212,1997,intermediate_demand,0.107665252
5412OP,212,1997,intermediate_demand,1.540293997
55,212,1997,intermediate_demand,1.066099823
561,212,1997,intermediate_demand,0.345043805
562,212,1997,intermediate_demand,0.060820703
713,212,1997,intermediate_demand,0.000996603
721,212,1997,intermediate_demand,0.012956385
722,212,1997,intermediate_demand,0.03089755
81,212,1997,intermediate_demand,0.156521673
GFE,212,1997,intermediate_demand,0.012970048
Other,212,1997,intermediate_demand,0.015959203
111CA,213,1997,intermediate_demand,0.002002918
212,213,1997,intermediate_demand,0.014066304
213,213,1997,intermediate_demand,0.163010878
22,213,1997,intermediate_demand,0.016003296
23,213,1997,intermediate_demand,0.222922557
321,213,1997,intermediate_demand,0.0610609
327,213,1997,intermediate_demand,0.136229849
331,213,1997,intermediate_demand,0.076076494
332,213,1997,intermediate_demand,0.214106875
333,213,1997,intermediate_demand,1.077195333
334,213,1997,intermediate_demand,0.025000041
335,213,1997,intermediate_demand,0.051019098
3361MV,213,1997,intermediate_demand,0.090008545
339,213,1997,intermediate_demand,0.004001771
322,213,1997,intermediate_demand,0.011010186
324,213,1997,intermediate_demand,0.477581433
325,213,1997,intermediate_demand,0.468270448
326,213,1997,intermediate_demand,0.135060793
481,213,1997,intermediate_demand,0.063070819
484,213,1997,intermediate_demand,0.025436068
485,213,1997,intermediate_demand,0.01599684
487OS,213,1997,intermediate_demand,0.001002625
513,213,1997,intermediate_demand,0.029987996
514,213,1997,intermediate_demand,0.00299944
521CI,213,1997,intermediate_demand,0.137955076
523,213,1997,intermediate_demand,1.9145857
524,213,1997,intermediate_demand,0.760741478
ORE,213,1997,intermediate_demand,0.017997189
532RL,213,1997,intermediate_demand,0.373978053
5411,213,1997,intermediate_demand,0.192940366
5415,213,1997,intermediate_demand,0.002999271
5412OP,213,1997,intermediate_demand,0.577890564
55,213,1997,intermediate_demand,0.090012928
561,213,1997,intermediate_demand,0.148013772
562,213,1997,intermediate_demand,0.018998429
711AS,213,1997,intermediate_demand,0.003998639
713,213,1997,intermediate_demand,0.001998919
721,213,1997,intermediate_demand,0.039980064
722,213,1997,intermediate_demand,0.073966831
81,213,1997,intermediate_demand,0.148971683
Used,213,1997,intermediate_demand,0.678757558
Other,213,1997,intermediate_demand,0.036011046
211,22,1997,intermediate_demand,35.9609991
212,22,1997,intermediate_demand,11.43454652
22,22,1997,intermediate_demand,9.352857481
23,22,1997,intermediate_demand,1.328675353
327,22,1997,intermediate_demand,0.013013538
331,22,1997,intermediate_demand,0.001000358
332,22,1997,intermediate_demand,0.282957753
333,22,1997,intermediate_demand,0.081961679
334,22,1997,intermediate_demand,0.130915237
335,22,1997,intermediate_demand,0.002999177
3361MV,22,1997,intermediate_demand,0.004997231
322,22,1997,intermediate_demand,0.005001387
323,22,1997,intermediate_demand,0.003999353
324,22,1997,intermediate_demand,6.975975712
325,22,1997,intermediate_demand,0.189986545
326,22,1997,intermediate_demand,0.004999008
42,22,1997,intermediate_demand,1.014612907
481,22,1997,intermediate_demand,0.420199671
482,22,1997,intermediate_demand,0.07758222
483,22,1997,intermediate_demand,0.003026848
485,22,1997,intermediate_demand,0.112904378
487OS,22,1997,intermediate_demand,1.839628894
493,22,1997,intermediate_demand,0.746624482
511,22,1997,intermediate_demand,0.023983042
513,22,1997,intermediate_demand,0.617351824
514,22,1997,intermediate_demand,0.385677572
521CI,22,1997,intermediate_demand,3.883213163
523,22,1997,intermediate_demand,0.47358997
524,22,1997,intermediate_demand,0.152848773
ORE,22,1997,intermediate_demand,1.399872363
532RL,22,1997,intermediate_demand,0.368738978
5411,22,1997,intermediate_demand,2.164924703
5415,22,1997,intermediate_demand,0.448599674
5412OP,22,1997,intermediate_demand,4.47324813
55,22,1997,intermediate_demand,0.00799596
561,22,1997,intermediate_demand,1.130371566
562,22,1997,intermediate_demand,0.187862504
61,22,1997,intermediate_demand,0.063921911
711AS,22,1997,intermediate_demand,0.011988133
713,22,1997,intermediate_demand,0.015980973
721,22,1997,intermediate_demand,0.593318627
722,22,1997,intermediate_demand,1.933876343
81,22,1997,intermediate_demand,0.390672051
GFE,22,1997,intermediate_demand,0.286972423
GSLE,22,1997,intermediate_demand,0.834325955
Used,22,1997,intermediate_demand,0.562263378
Other,22,1997,intermediate_demand,0.327887866
111CA,23,1997,intermediate_demand,0.814220815
212,23,1997,intermediate_demand,8.909371984
22,23,1997,intermediate_demand,2.826702448
23,23,1997,intermediate_demand,0.200938757
321,23,1997,intermediate_demand,37.95146466
327,23,1997,intermediate_demand,49.30427938
331,23,1997,intermediate_demand,3.191344512
332,23,1997,intermediate_demand,57.30404208
333,23,1997,intermediate_demand,23.35522936
334,23,1997,intermediate_demand,5.229231316
335,23,1997,intermediate_demand,26.25794656
3361MV,23,1997,intermediate_demand,1.1111528
3364OT,23,1997,intermediate_demand,0.01900246
337,23,1997,intermediate_demand,13.45298591
339,23,1997,intermediate_demand,0.901437345
313TT,23,1997,intermediate_demand,3.188614137
322,23,1997,intermediate_demand,2.708621053
323,23,1997,intermediate_demand,0.029015355
324,23,1997,intermediate_demand,26.37723361
325,23,1997,intermediate_demand,7.077388576
326,23,1997,intermediate_demand,22.12590061
42,23,1997,intermediate_demand,0.011003409
481,23,1997,intermediate_demand,0.156182004
483,23,1997,intermediate_demand,0.006057843
485,23,1997,intermediate_demand,0.271957859
511,23,1997,intermediate_demand,0.066998975
513,23,1997,intermediate_demand,4.739304886
514,23,1997,intermediate_demand,0.347949881
521CI,23,1997,intermediate_demand,4.128831431
523,23,1997,intermediate_demand,2.081638238
524,23,1997,intermediate_demand,0.146956323
ORE,23,1997,intermediate_demand,7.282172685
532RL,23,1997,intermediate_demand,9.433848179
5411,23,1997,intermediate_demand,4.240869944
5415,23,1997,intermediate_demand,1.534692523
5412OP,23,1997,intermediate_demand,23.18959649
55,23,1997,intermediate_demand,2.113393499
561,23,1997,intermediate_demand,4.340588681
562,23,1997,intermediate_demand,1.708931506
61,23,1997,intermediate_demand,0.000999471
711AS,23,1997,intermediate_demand,0.066980058
713,23,1997,intermediate_demand,0.047976101
721,23,1997,intermediate_demand,0.171921601
722,23,1997,intermediate_demand,0.277887231
81,23,1997,intermediate_demand,5.852136926
GFE,23,1997,intermediate_demand,0.007004166
Used,23,1997,intermediate_demand,4.758513145
Other,23,1997,intermediate_demand,0.5101782
113FF,321,1997,intermediate_demand,14.57655522
211,321,1997,intermediate_demand,0.005015719
212,321,1997,intermediate_demand,0.011042713
22,321,1997,intermediate_demand,1.177237816
23,321,1997,intermediate_demand,0.54933985
321,321,1997,intermediate_demand,24.84061061
327,321,1997,intermediate_demand,0.816683049
331,321,1997,intermediate_demand,0.160024562
332,321,1997,intermediate_demand,2.762023059
333,321,1997,intermediate_demand,0.443701798
334,321,1997,intermediate_demand,0.939199736
335,321,1997,intermediate_demand,0.364825339
3361MV,321,1997,intermediate_demand,1.864585483
3364OT,321,1997,intermediate_demand,0.080937947
337,321,1997,intermediate_demand,1.170169783
339,321,1997,intermediate_demand,0.028988105
311FT,321,1997,intermediate_demand,0.008993142
313TT,321,1997,intermediate_demand,0.358860311
322,321,1997,intermediate_demand,0.747054551
323,321,1997,intermediate_demand,0.001999268
324,321,1997,intermediate_demand,0.560204928
325,321,1997,intermediate_demand,2.023443171
326,321,1997,intermediate_demand,1.780282834
42,321,1997,intermediate_demand,0.198883452
481,321,1997,intermediate_demand,0.154041751
484,321,1997,intermediate_demand,0.002033179
485,321,1997,intermediate_demand,0.041955879
487OS,321,1997,intermediate_demand,0.35562914
493,321,1997,intermediate_demand,0.03202025
511,321,1997,intermediate_demand,0.016984515
513,321,1997,intermediate_demand,0.102870928
514,321,1997,intermediate_demand,0.258730743
521CI,321,1997,intermediate_demand,0.342595765
523,321,1997,intermediate_demand,0.046949741
524,321,1997,intermediate_demand,0.123852104
ORE,321,1997,intermediate_demand,0.358637705
532RL,321,1997,intermediate_demand,0.267755671
5411,321,1997,intermediate_demand,0.214750175
5415,321,1997,intermediate_demand,0.16282137
5412OP,321,1997,intermediate_demand,1.258686666
55,321,1997,intermediate_demand,0.367738958
561,321,1997,intermediate_demand,0.764418645
562,321,1997,intermediate_demand,0.085919533
711AS,321,1997,intermediate_demand,0.02796659
713,321,1997,intermediate_demand,0.005991639
721,321,1997,intermediate_demand,0.115843239
722,321,1997,intermediate_demand,0.14680872
81,321,1997,intermediate_demand,0.915044575
GSLE,321,1997,intermediate_demand,0.026972689
Other,321,1997,intermediate_demand,0.092949206
211,327,1997,intermediate_demand,0.001002592
212,327,1997,intermediate_demand,7.792876214
22,327,1997,intermediate_demand,2.523971414
23,327,1997,intermediate_demand,0.731715969
321,327,1997,intermediate_demand,0.32586761
327,327,1997,intermediate_demand,14.08602174
331,327,1997,intermediate_demand,0.783687997
332,327,1997,intermediate_demand,1.35777003
333,327,1997,intermediate_demand,0.102874021
334,327,1997,intermediate_demand,0.574193379
335,327,1997,intermediate_demand,0.05694129
3361MV,327,1997,intermediate_demand,0.33456131
339,327,1997,intermediate_demand,0.122881716
311FT,327,1997,intermediate_demand,0.471380014
313TT,327,1997,intermediate_demand,0.132874903
322,327,1997,intermediate_demand,2.021032576
324,327,1997,intermediate_demand,0.538899998
325,327,1997,intermediate_demand,3.951730843
326,327,1997,intermediate_demand,1.196856927
42,327,1997,intermediate_demand,0.275686148
481,327,1997,intermediate_demand,0.107969721
484,327,1997,intermediate_demand,0.002032076
485,327,1997,intermediate_demand,0.02995194
487OS,327,1997,intermediate_demand,0.216263682
493,327,1997,intermediate_demand,0.044003579
511,327,1997,intermediate_demand,0.000998538
513,327,1997,intermediate_demand,0.223595769
514,327,1997,intermediate_demand,0.254594275
521CI,327,1997,intermediate_demand,0.468188628
523,327,1997,intermediate_demand,0.026956238
524,327,1997,intermediate_demand,0.573997095
ORE,327,1997,intermediate_demand,0.499219674
532RL,327,1997,intermediate_demand,0.573160152
5411,327,1997,intermediate_demand,0.152737842
5415,327,1997,intermediate_demand,0.119802316
5412OP,327,1997,intermediate_demand,1.229038027
55,327,1997,intermediate_demand,1.082633261
561,327,1997,intermediate_demand,0.815928573
562,327,1997,intermediate_demand,0.144784365
711AS,327,1997,intermediate_demand,0.01497383
713,327,1997,intermediate_demand,0.006986385
721,327,1997,intermediate_demand,0.074857285
722,327,1997,intermediate_demand,0.091829551
81,327,1997,intermediate_demand,1.426721437
GSLE,327,1997,intermediate_demand,0.049921849
Used,327,1997,intermediate_demand,0.39688601
Other,327,1997,intermediate_demand,0.099890236
211,331,1997,intermediate_demand,0.015045475
212,331,1997,intermediate_demand,9.357152663
22,331,1997,intermediate_demand,5.971463538
23,331,1997,intermediate_demand,1.661816216
321,331,1997,intermediate_demand,0.238007919
327,331,1997,intermediate_demand,1.924394121
331,331,1997,intermediate_demand,52.4571724
332,331,1997,intermediate_demand,3.972149397
333,331,1997,intermediate_demand,1.752625348
334,331,1997,intermediate_demand,1.234809185
335,331,1997,intermediate_demand,1.322218609
3361MV,331,1997,intermediate_demand,0.462597123
339,331,1997,intermediate_demand,0.044976497
311FT,331,1997,intermediate_demand,0.005994755
322,331,1997,intermediate_demand,1.011960459
324,331,1997,intermediate_demand,1.598405644
325,331,1997,intermediate_demand,1.621371944
326,331,1997,intermediate_demand,0.507738495
42,331,1997,intermediate_demand,0.727492026
481,331,1997,intermediate_demand,0.151024011
484,331,1997,intermediate_demand,0.002032955
485,331,1997,intermediate_demand,0.042950008
487OS,331,1997,intermediate_demand,0.102169333
493,331,1997,intermediate_demand,0.04202187
511,331,1997,intermediate_demand,0.004994885
513,331,1997,intermediate_demand,0.120834808
514,331,1997,intermediate_demand,0.271686737
521CI,331,1997,intermediate_demand,0.564270796
523,331,1997,intermediate_demand,1.032778395
524,331,1997,intermediate_demand,0.351540709
ORE,331,1997,intermediate_demand,0.205769017
532RL,331,1997,intermediate_demand,0.790190196
5411,331,1997,intermediate_demand,0.195750281
5415,331,1997,intermediate_demand,0.189770482
5412OP,331,1997,intermediate_demand,2.280364444
55,331,1997,intermediate_demand,0.950218799
561,331,1997,intermediate_demand,3.137261798
562,331,1997,intermediate_demand,0.452525365
711AS,331,1997,intermediate_demand,0.030959535
713,331,1997,intermediate_demand,0.005990967
721,331,1997,intermediate_demand,0.107841943
722,331,1997,intermediate_demand,0.150786588
81,331,1997,intermediate_demand,3.195304713
GFE,331,1997,intermediate_demand,0.045981026
GSLE,331,1997,intermediate_demand,0.161817971
Used,331,1997,intermediate_demand,19.51197024
Other,331,1997,intermediate_demand,0.250834775
211,332,1997,intermediate_demand,0.002007134
212,332,1997,intermediate_demand,0.509183278
22,332,1997,intermediate_demand,3.130299343
23,332,1997,intermediate_demand,1.285999953
321,332,1997,intermediate_demand,0.213121113
327,332,1997,intermediate_demand,1.251575381
331,332,1997,intermediate_demand,53.13963048
332,332,1997,intermediate_demand,25.64278603
333,332,1997,intermediate_demand,3.877036738
334,332,1997,intermediate_demand,4.17221307
335,332,1997,intermediate_demand,2.321871623
3361MV,332,1997,intermediate_demand,1.181604251
3364OT,332,1997,intermediate_demand,0.010996229
339,332,1997,intermediate_demand,0.050000653
313TT,332,1997,intermediate_demand,0.001000034
322,332,1997,intermediate_demand,1.127559286
323,332,1997,intermediate_demand,0.019001086
324,332,1997,intermediate_demand,0.826651861
325,332,1997,intermediate_demand,5.196769642
326,332,1997,intermediate_demand,1.751035999
42,332,1997,intermediate_demand,0.767875251
481,332,1997,intermediate_demand,0.372258296
484,332,1997,intermediate_demand,0.022374285
485,332,1997,intermediate_demand,0.100936645
487OS,332,1997,intermediate_demand,0.045098796
493,332,1997,intermediate_demand,0.355374896
511,332,1997,intermediate_demand,0.019990247
513,332,1997,intermediate_demand,0.444630699
514,332,1997,intermediate_demand,0.752535875
521CI,332,1997,intermediate_demand,0.937291535
523,332,1997,intermediate_demand,1.414085764
524,332,1997,intermediate_demand,0.594542164
ORE,332,1997,intermediate_demand,1.758968742
532RL,332,1997,intermediate_demand,2.578739825
5411,332,1997,intermediate_demand,0.492635799
5415,332,1997,intermediate_demand,0.66954932
5412OP,332,1997,intermediate_demand,4.798027731
55,332,1997,intermediate_demand,4.256781706
561,332,1997,intermediate_demand,3.296889544
562,332,1997,intermediate_demand,0.371809378
711AS,332,1997,intermediate_demand,0.04896227
713,332,1997,intermediate_demand,0.013986417
721,332,1997,intermediate_demand,0.266752183
722,332,1997,intermediate_demand,0.279754162
81,332,1997,intermediate_demand,2.345545317
GFE,332,1997,intermediate_demand,0.181022236
GSLE,332,1997,intermediate_demand,0.124926462
Used,332,1997,intermediate_demand,0.287197336
Other,332,1997,intermediate_demand,0.369954514
212,333,1997,intermediate_demand,0.103465436
22,333,1997,intermediate_demand,1.937978183
23,333,1997,intermediate_demand,0.952462018
321,333,1997,intermediate_demand,0.970757697
327,333,1997,intermediate_demand,1.582327068
331,333,1997,intermediate_demand,31.45780915
332,333,1997,intermediate_demand,22.58837215
333,333,1997,intermediate_demand,29.32194824
334,333,1997,intermediate_demand,8.091255259
335,333,1997,intermediate_demand,9.525497515
3361MV,333,1997,intermediate_demand,9.275865521
3364OT,333,1997,intermediate_demand,0.123983839
337,333,1997,intermediate_demand,0.446348269
339,333,1997,intermediate_demand,1.914431752
313TT,333,1997,intermediate_demand,0.316077942
322,333,1997,intermediate_demand,1.552099325
323,333,1997,intermediate_demand,0.007001888
324,333,1997,intermediate_demand,0.949950615
325,333,1997,intermediate_demand,3.270178949
326,333,1997,intermediate_demand,8.8950728
42,333,1997,intermediate_demand,1.483074282
481,333,1997,intermediate_demand,0.367332821
484,333,1997,intermediate_demand,0.008137804
485,333,1997,intermediate_demand,0.101957695
487OS,333,1997,intermediate_demand,0.007016856
493,333,1997,intermediate_demand,0.171216925
511,333,1997,intermediate_demand,0.007997799
513,333,1997,intermediate_demand,0.991387572
514,333,1997,intermediate_demand,0.934622405
521CI,333,1997,intermediate_demand,1.073417065
523,333,1997,intermediate_demand,1.813213485
524,333,1997,intermediate_demand,1.214323307
ORE,333,1997,intermediate_demand,1.124579904
532RL,333,1997,intermediate_demand,2.245380291
5411,333,1997,intermediate_demand,0.924513246
5415,333,1997,intermediate_demand,1.220438176
5412OP,333,1997,intermediate_demand,5.436788662
55,333,1997,intermediate_demand,8.406381281
561,333,1997,intermediate_demand,2.135734746
562,333,1997,intermediate_demand,0.297910629
711AS,333,1997,intermediate_demand,0.045974356
713,333,1997,intermediate_demand,0.01299015
721,333,1997,intermediate_demand,0.316773145
722,333,1997,intermediate_demand,0.359760431
81,333,1997,intermediate_demand,1.683314137
GFE,333,1997,intermediate_demand,0.557186803
GSLE,333,1997,intermediate_demand,0.103960919
Used,333,1997,intermediate_demand,0.0040036
Other,333,1997,intermediate_demand,0.553049543
212,334,1997,intermediate_demand,0.129613812
22,334,1997,intermediate_demand,4.276975712
23,334,1997,intermediate_demand,2.089320597
321,334,1997,intermediate_demand,1.240264488
327,334,1997,intermediate_demand,1.000710557
331,334,1997,intermediate_demand,8.859104096
332,334,1997,intermediate_demand,16.98985762
333,334,1997,intermediate_demand,0.73915044
334,334,1997,intermediate_demand,135.5252328
335,334,1997,intermediate_demand,8.441347158
3361MV,334,1997,intermediate_demand,2.933343605
337,334,1997,intermediate_demand,0.347354049
339,334,1997,intermediate_demand,0.011005115
313TT,334,1997,intermediate_demand,0.002000972
322,334,1997,intermediate_demand,1.762669825
324,334,1997,intermediate_demand,0.647803019
325,334,1997,intermediate_demand,6.27676434
326,334,1997,intermediate_demand,9.327405332
42,334,1997,intermediate_demand,3.297954581
481,334,1997,intermediate_demand,0.42048145
484,334,1997,intermediate_demand,0.046803387
485,334,1997,intermediate_demand,0.115979664
493,334,1997,intermediate_demand,0.734105371
511,334,1997,intermediate_demand,0.594978773
513,334,1997,intermediate_demand,1.492435756
514,334,1997,intermediate_demand,0.621897741
521CI,334,1997,intermediate_demand,1.590517403
523,334,1997,intermediate_demand,0.469908754
524,334,1997,intermediate_demand,3.87576902
ORE,334,1997,intermediate_demand,0.725902732
532RL,334,1997,intermediate_demand,3.993854316
5411,334,1997,intermediate_demand,1.343614568
5415,334,1997,intermediate_demand,2.551436791
5412OP,334,1997,intermediate_demand,11.70304375
55,334,1997,intermediate_demand,10.98582164
561,334,1997,intermediate_demand,7.388851526
562,334,1997,intermediate_demand,1.157929986
711AS,334,1997,intermediate_demand,0.013995548
713,334,1997,intermediate_demand,0.014992226
721,334,1997,intermediate_demand,0.351832381
722,334,1997,intermediate_demand,1.661291942
81,334,1997,intermediate_demand,4.097312187
GFE,334,1997,intermediate_demand,1.0766185
GSLE,334,1997,intermediate_demand,0.187974369
Other,334,1997,intermediate_demand,4.727554996
212,335,1997,intermediate_demand,0.134589816
22,335,1997,intermediate_demand,0.782899435
23,335,1997,intermediate_demand,0.289802309
321,335,1997,intermediate_demand,0.307203833
327,335,1997,intermediate_demand,2.064795349
331,335,1997,intermediate_demand,15.18820101
332,335,1997,intermediate_demand,8.960478232
333,335,1997,intermediate_demand,1.786726505
334,335,1997,intermediate_demand,4.019661951
335,335,1997,intermediate_demand,11.8284738
3361MV,335,1997,intermediate_demand,0.82680196
337,335,1997,intermediate_demand,0.001000664
339,335,1997,intermediate_demand,0.963104386
322,335,1997,intermediate_demand,1.33979216
323,335,1997,intermediate_demand,0.003000457
324,335,1997,intermediate_demand,0.960849142
325,335,1997,intermediate_demand,3.114758154
326,335,1997,intermediate_demand,2.909337163
42,335,1997,intermediate_demand,1.861875079
481,335,1997,intermediate_demand,0.047037115
484,335,1997,intermediate_demand,0.001017107
485,335,1997,intermediate_demand,0.012993085
487OS,335,1997,intermediate_demand,0.004009163
493,335,1997,intermediate_demand,0.027031088
511,335,1997,intermediate_demand,0.010995685
513,335,1997,intermediate_demand,0.141895694
514,335,1997,intermediate_demand,0.20489319
521CI,335,1997,intermediate_demand,0.396738
523,335,1997,intermediate_demand,0.440757115
524,335,1997,intermediate_demand,0.633572603
ORE,335,1997,intermediate_demand,0.261871463
532RL,335,1997,intermediate_demand,0.68473073
5411,335,1997,intermediate_demand,0.170889979
5415,335,1997,intermediate_demand,0.052969402
5412OP,335,1997,intermediate_demand,1.337299223
55,335,1997,intermediate_demand,0.859835934
561,335,1997,intermediate_demand,0.467887043
562,335,1997,intermediate_demand,0.053977478
711AS,335,1997,intermediate_demand,0.005995952
713,335,1997,intermediate_demand,0.000999125
721,335,1997,intermediate_demand,0.046960858
